sample,feature,value,label
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.980494496,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.252411532,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.694271963,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.547838709,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,1,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.689450172,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.378005359,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.578269222,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.574716365,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.249179522,Contaminated
PE4099-S1_94_NGS41-HD832-S1_6,smoothened_af,0.676365595,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.811514057,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.941940685,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.248968705,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,1.80E-12,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.904890157,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.980987101,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.497846481,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.496043569,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.000340487,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.499589255,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.986036027,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.982650531,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.618815938,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.499863047,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.696201826,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.9505834,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.596244229,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.326263115,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.975273191,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.331897654,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,5.65E-14,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.54943876,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.42755382,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.731965351,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.919203898,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.913073411,Contaminated
PE9242-S1P_97_FFPE4791-S1_3,smoothened_af,0.995906617,Contaminated
Normal2,smoothened_af,0.996536074,Normal
Normal2,smoothened_af,0.148487068,Normal
Normal2,smoothened_af,0.253085353,Normal
Normal2,smoothened_af,0.376844664,Normal
Normal2,smoothened_af,0.017767847,Normal
Normal2,smoothened_af,0.287679637,Normal
Normal2,smoothened_af,0.248465781,Normal
Normal2,smoothened_af,0.539871745,Normal
Normal2,smoothened_af,0.036151822,Normal
Normal2,smoothened_af,0.000588044,Normal
Normal2,smoothened_af,0.98018123,Normal
Normal2,smoothened_af,0.089189194,Normal
Normal2,smoothened_af,7.95E-07,Normal
Normal2,smoothened_af,0.669798742,Normal
Normal2,smoothened_af,0.686517451,Normal
Normal2,smoothened_af,0.980002237,Normal
Normal2,smoothened_af,0.00068021,Normal
Normal2,smoothened_af,0.345590824,Normal
Normal2,smoothened_af,0.432203278,Normal
Normal2,smoothened_af,0.208493827,Normal
Normal2,smoothened_af,0.754841325,Normal
Normal2,smoothened_af,0.007058386,Normal
Normal2,smoothened_af,0.193755899,Normal
Normal2,smoothened_af,0.467713622,Normal
Normal2,smoothened_af,0.085787951,Normal
Normal2,smoothened_af,0.58233106,Normal
Normal2,smoothened_af,0.963776227,Normal
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,1.24E-10,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.248613283,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.479139712,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,2.77E-05,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.000777097,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.402480194,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.003138451,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.009442938,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.010757996,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.98018123,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.001438178,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.346439318,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.001244336,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.003505629,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.970798915,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.824224654,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.489468256,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.732791761,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.032436045,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.241768038,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.99569296,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.652727719,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.19610723,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.235419192,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.000805487,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,0.024308576,Contaminated
HQ3065-R02_50_FFPE0260-S1-R02_50,smoothened_af,7.09E-05,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.961880228,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.523006068,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.483625134,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.626632617,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.737336531,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,1.79E-17,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.499138123,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.033116731,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,1.57E-17,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.96205591,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.706719297,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,1.03E-19,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.219205762,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,7.33E-18,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.338601401,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.99569296,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.582826669,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.483020503,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,7.87E-18,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.409505247,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.822923624,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.641634155,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,1.47E-16,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.377444334,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.395555885,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.627712955,Contaminated
NGS41-HG006-05_99_NGS41-NA12878-R04_1,smoothened_af,0.729970253,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.000528458,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.321547763,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.512969768,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,8.45E-10,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.859647432,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,3.16E-07,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.429007411,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,1.08E-08,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.142899892,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.687993044,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.39642566,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.98018123,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,6.63E-08,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,1.41E-05,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.366009542,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,4.63E-05,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.468313083,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.483022355,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.032513387,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.478468894,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.263464236,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.962451232,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.679520361,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.589835118,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.331724721,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,0.717037683,Contaminated
PE1750-S1-R01_60_NGS41-NA12878-R03_40,smoothened_af,2.07E-08,Contaminated
PE8612-S1,smoothened_af,0.875825675,Normal
PE8612-S1,smoothened_af,0.892549778,Normal
PE8612-S1,smoothened_af,0.951763145,Normal
PE8612-S1,smoothened_af,0.804889071,Normal
PE8612-S1,smoothened_af,0.651523116,Normal
PE8612-S1,smoothened_af,0.946821896,Normal
PE8612-S1,smoothened_af,0.980002237,Normal
PE8612-S1,smoothened_af,0.769245066,Normal
PE8612-S1,smoothened_af,0.959089532,Normal
PE8612-S1,smoothened_af,0.44140796,Normal
PE8612-S1,smoothened_af,0.557757434,Normal
PE8612-S1,smoothened_af,0.921860889,Normal
PE8612-S1,smoothened_af,0.531116103,Normal
PE8612-S1,smoothened_af,0.438424715,Normal
PE8612-S1,smoothened_af,0.951845534,Normal
PE8612-S1,smoothened_af,0.815391248,Normal
PE8612-S1,smoothened_af,0.507740118,Normal
PE8612-S1,smoothened_af,0.829464709,Normal
PE8612-S1,smoothened_af,0.975273191,Normal
PE8612-S1,smoothened_af,0.885166646,Normal
PE8612-S1,smoothened_af,0.99569296,Normal
PE8612-S1,smoothened_af,0.94623914,Normal
PE8612-S1,smoothened_af,0.834008046,Normal
PE8612-S1,smoothened_af,0.980270738,Normal
PE8612-S1,smoothened_af,0.850167985,Normal
PE8612-S1,smoothened_af,0.920262874,Normal
PE8612-S1,smoothened_af,0.762889455,Normal
PE8909-S1,smoothened_af,0.985136048,Normal
PE8909-S1,smoothened_af,0.910682263,Normal
PE8909-S1,smoothened_af,0.978965365,Normal
PE8909-S1,smoothened_af,0.515319804,Normal
PE8909-S1,smoothened_af,0.615659638,Normal
PE8909-S1,smoothened_af,0.969164645,Normal
PE8909-S1,smoothened_af,0.913564725,Normal
PE8909-S1,smoothened_af,0.982209611,Normal
PE8909-S1,smoothened_af,0.932884921,Normal
PE8909-S1,smoothened_af,0.856969408,Normal
PE8909-S1,smoothened_af,0.995296297,Normal
PE8909-S1,smoothened_af,0.376538392,Normal
PE8909-S1,smoothened_af,0.177131915,Normal
PE8909-S1,smoothened_af,0.980002237,Normal
PE8909-S1,smoothened_af,0.85991251,Normal
PE8909-S1,smoothened_af,0.59300568,Normal
PE8909-S1,smoothened_af,0.902077664,Normal
PE8909-S1,smoothened_af,0.872722314,Normal
PE8909-S1,smoothened_af,0.988502395,Normal
PE8909-S1,smoothened_af,0.99569296,Normal
PE8909-S1,smoothened_af,0.643420954,Normal
PE8909-S1,smoothened_af,0.913936117,Normal
PE8909-S1,smoothened_af,0.933584711,Normal
PE8909-S1,smoothened_af,0.718129569,Normal
PE8909-S1,smoothened_af,0.751253698,Normal
PE8909-S1,smoothened_af,0.894097456,Normal
PE8909-S1,smoothened_af,0.961880228,Normal
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.500278285,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.341884661,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.331958273,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,1.31E-08,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.544616702,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.980987101,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.021463053,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.484095825,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,9.82E-16,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.162877088,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.044177135,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.198763908,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.007516785,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.051200649,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.491459949,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.460846273,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.273902742,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.421075993,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.571207408,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.248929182,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,2.64E-05,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.830550744,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.312820313,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.333723098,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.40847377,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.911258922,Contaminated
PE9242-S1P_70_FFPE9187-S1-R02_25_FFPE4516-S1_5,smoothened_af,0.02003411,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.156731432,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.256290962,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.646994403,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,2.54E-14,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.492384043,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.013350932,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,2.63E-10,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.003946051,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.007318828,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.040605987,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.653325708,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.093458057,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,3.35E-15,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.182321557,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.337721867,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.11756843,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.247265168,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.488019776,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.03483258,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.005232053,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.602102304,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.249012692,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,4.33E-05,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.339173582,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.000458658,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.369605852,Contaminated
HQ7603-05_94_FFPE0260-S1-200_6,smoothened_af,0.93611328,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.201475264,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.733904891,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.300885695,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.327091829,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.481406825,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.429989234,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.353953838,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.856444456,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.323997948,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.404059993,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.378697982,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.992268337,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.422545809,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.216811849,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.582235781,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.378628827,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.170092644,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.675876788,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.783965093,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.779306776,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.57423505,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.79679033,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.423795027,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.616254509,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,1.92E-16,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.598522345,Contaminated
PE0268-S1_92_NGS41-HG006-05_8,smoothened_af,0.999726095,Contaminated
PE1750-S1-R02,smoothened_af,0.992066048,Normal
PE1750-S1-R02,smoothened_af,0.885552467,Normal
PE1750-S1-R02,smoothened_af,0.978965365,Normal
PE1750-S1-R02,smoothened_af,0.99569296,Normal
PE1750-S1-R02,smoothened_af,0.928272967,Normal
PE1750-S1-R02,smoothened_af,0.999271257,Normal
PE1750-S1-R02,smoothened_af,0.826410185,Normal
PE1750-S1-R02,smoothened_af,0.984833532,Normal
PE1750-S1-R02,smoothened_af,1.06E-09,Normal
PE1750-S1-R02,smoothened_af,0.995874818,Normal
PE1750-S1-R02,smoothened_af,0.80312051,Normal
PE1750-S1-R02,smoothened_af,0.98018123,Normal
PE1750-S1-R02,smoothened_af,0.996693592,Normal
PE1750-S1-R02,smoothened_af,0.783946884,Normal
PE1750-S1-R02,smoothened_af,0.989289872,Normal
PE1750-S1-R02,smoothened_af,0.894496194,Normal
PE1750-S1-R02,smoothened_af,0.932221285,Normal
PE1750-S1-R02,smoothened_af,0.927592184,Normal
PE1750-S1-R02,smoothened_af,0.980933997,Normal
PE1750-S1-R02,smoothened_af,0.941308841,Normal
PE1750-S1-R02,smoothened_af,0.801878868,Normal
PE1750-S1-R02,smoothened_af,0.962451232,Normal
PE1750-S1-R02,smoothened_af,0.982167867,Normal
PE1750-S1-R02,smoothened_af,0.702040768,Normal
PE1750-S1-R02,smoothened_af,0.986778334,Normal
PE1750-S1-R02,smoothened_af,0.987804802,Normal
PE1750-S1-R02,smoothened_af,0.961880228,Normal
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.302781114,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.242866262,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.320685304,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.368162312,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.000223781,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,1.78E-09,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,2.90E-18,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.14294755,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.000104893,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.352759978,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.494686554,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.451856608,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.126994758,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.429007977,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.501081959,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.245001121,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.013079328,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.322014686,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.099298866,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.00018675,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,8.80E-06,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.320013644,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.510560606,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.332869165,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.008991134,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.769841666,Contaminated
PE9242-S1P_80_HQ7603-05_20,smoothened_af,0.999589255,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.000311079,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.325794471,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.77304404,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.147511544,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.001542028,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.289695821,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.000200517,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.251512276,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,1.47E-10,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.009423166,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,1.38E-09,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.407770087,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.075266146,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.001007094,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.253224104,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.015501259,Contaminated
HQ3065-R04_60_NGS41-HG006-S1_32_FFPE4791-S1_8,smoothened_af,0.658068347,Contaminated
