sample,feature,value,label
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.214636811,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,1.21E-17,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.441891396,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,3.14E-14,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.375581178,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,2.99E-09,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,4.30E-18,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.227375893,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.605880551,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.641634155,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,9.40E-15,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.12505146,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.194034342,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.264701867,Contaminated
HQ0209-05_94_HQ3065-R02_6,smoothened_af,0.813794204,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.591658289,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.654558882,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.022425248,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,5.89E-14,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.391921677,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.711212372,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.213230284,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.454175306,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,1.72E-06,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.49793741,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.360279982,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,3.86E-20,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,8.78E-15,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.643782807,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.423906044,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.256329094,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.608521382,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.00746333,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,9.22E-18,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.380395479,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.330514579,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.000239014,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,1.08E-06,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.711559902,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.327864777,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,0.687749702,Contaminated
PE1750-S1-R03_80_FFPE8909-S1_7_NGS41-NA12878-05_5_HQ0209-05_3_HQ4496-05_5,smoothened_af,1.41E-14,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.280770555,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.254357267,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.034569814,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.320311989,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.497892009,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.007438632,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.379831732,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.053969735,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.44809686,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.331958273,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.390704618,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.001495317,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,1.43E-05,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.438888143,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.132276002,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.610399511,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.259179198,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.250000494,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.286645423,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.089471336,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,1.84E-05,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.249071011,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.273184617,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.067430629,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,5.71E-06,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,0.153798789,Contaminated
NGS41-HD832-S1_90_FFPE8612-S1_3_NGS41-HG006-S1_3_NGS41-NA12878-R05_4,smoothened_af,7.53E-14,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.829374699,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.557547773,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,8.51E-05,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,1.74E-14,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.028679996,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.586450357,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.778715449,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.657898799,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,1.63E-12,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,4.91E-14,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.333678377,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,4.08E-18,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,6.66E-13,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.525569758,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.8442527,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.302618019,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.655886103,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.385088847,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,5.46E-18,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.313250658,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.175119612,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.01432161,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,2.20E-07,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.690804446,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.318106669,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,0.843751701,Contaminated
PE1750-S1-R01_80_FFPE9242-S1P_3_FFPE5989-S1P_4_HQ3065-R02_9_FFPE4791-S1_4,smoothened_af,4.15E-11,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,1.83E-11,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.241892412,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.012522081,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.189247373,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.023369771,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,4.74E-06,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.488506493,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.03908089,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.012367304,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,2.30E-10,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.050960645,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,4.30E-17,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.027063376,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,9.14E-10,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.330627468,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,5.25E-06,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.293776743,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,1.59E-12,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,5.69E-11,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.073822444,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.616665375,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.240612812,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,1.06E-13,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.299000127,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.243502923,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.270532441,Contaminated
HQ4496-05_80_HQ7603-05_15_NGS41-HG006-S1_5,smoothened_af,0.986681312,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.000159221,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.983720603,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.486657959,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.691127576,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.975751201,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.125483609,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.343702019,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.162847345,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.033983423,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.481027955,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.910655787,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.98018123,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.997173263,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.000159221,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.561160986,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.000170243,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.6728925,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.483023209,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,3.46E-19,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.682856104,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.938168174,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.320827547,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.003527099,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.668261634,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.88426142,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.935823902,Contaminated
NGS41-INDEL-V1_93_FFPE4791-S1_7,smoothened_af,0.97538801,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.000578774,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.482247614,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.338240384,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.027457878,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.509836957,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.009894948,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.000758967,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.682579716,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,4.40E-07,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.00170516,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.497642658,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,6.41E-11,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.031481901,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,2.47E-06,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.283603775,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,4.27E-06,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.255180253,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.483020503,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.000363881,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.00501429,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.01619333,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.962451232,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.320626743,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.66396898,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.012104625,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.49983879,Contaminated
NGS41-INDEL-V1_60_FFPE0260-S1-R03_40,smoothened_af,0.991815437,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.000155284,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.454071582,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.103677322,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.14624857,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.003626943,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.025549577,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.442666703,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.312438362,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.000106152,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,6.33E-07,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.100308378,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.000133676,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.279345684,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.002959538,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.351195793,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.983685081,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.237782109,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.00526893,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.239333453,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.174568969,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.186279199,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,1.78E-07,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.14016656,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,4.30E-06,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,3.29E-05,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,0.047297827,Contaminated
PE8909-S1_50_HQ0209-05_23_FFPE9187-S1-200_5_FFPE0260-S1-R01_5_FFPE2121-S1_17,smoothened_af,3.95E-12,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,0.328478535,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,0.646322607,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,0.356183933,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,3.38E-17,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,6.62E-06,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,0.190211891,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,4.46E-19,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,1.28E-17,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,1.12E-15,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,1.38E-13,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,0.36648486,Contaminated
PE0260-S1-200_90_FFPE1805-S1_3_FFPE0268-S1_3_NGS41-INDEL-V1_4,smoothened_af,0.621812469,Contaminated
